id,index_number,status,case_title,plaintiff,defendant,court,case_type,filing_date,wage_theft_reason,search_keyword,source_url
345,451634/2014,Partial Participation Recorded Pre-RJI,Workers' Compensation Board of the State of New York - v. - PARADE AEC STAFFING INC,Workers' Compensation Board of the State of New York,PARADE AEC STAFFING INC,New York County Supreme Court Workers Comp App for Judgement,,06/13/2014,keyword: 'compensation',Staffing,DocumentList?docketId=qQtdLuoOT78vcXmun1jd3Q==&display=all&courtType=New York County Supreme Court&resultsPageNum=22
346,451652/2009,Waiting for Consent Pre-RJI,Workers' Compensation Board of the State of New York vs CF STAFFING INC,Workers' Compensation Board of the State of New York vs CF STAFFING INC,,New York County Supreme Court Workers Comp App for Judgement,,05/06/2009,keyword: 'compensation',Staffing,DocumentList?docketId=8wYBCFzc3bO5qwPHLuXlaw==&display=all&courtType=New York County Supreme Court&resultsPageNum=22
347,451990/2008,Waiting for Consent Pre-RJI,Workers' Compensation Board of the State of New York vs SELECTIVE STAFFING OF NY INC,Workers' Compensation Board of the State of New York vs SELECTIVE STAFFING OF NY INC,,New York County Supreme Court Workers Comp App for Judgement,,04/25/2008,keyword: 'compensation',Staffing,DocumentList?docketId=vh_PLUS_9mZ_PLUS_p_PLUS_s8KPfMc2J85Xg==&display=all&courtType=New York County Supreme Court&resultsPageNum=22
348,452038/2023,Partial Participation Recorded Pre-RJI,Workers' Compensation Board of the State of New York vs THERABEE HEALTHCARE STAFFING LLC,Workers' Compensation Board of the State of New York vs THERABEE HEALTHCARE STAFFING LLC,,New York County Supreme Court Other Matters - Workers Comp App for Judgment,,07/27/2023,keyword: 'compensation',Staffing,DocumentList?docketId=10MpFkP6IfUkQJgWgsYtBw==&display=all&courtType=New York County Supreme Court&resultsPageNum=22
349,452190/2019,Partial Participation Recorded Pre-RJI,"Workers' Compensation Board of the State of New York v. DIVERSITY STAFFING, INC.; RICK SCHECK, PRESIDENT",Workers' Compensation Board of the State of New York,"DIVERSITY STAFFING, INC.; RICK SCHECK, PRESIDENT",New York County Supreme Court Other Matters - Workers Comp App for Judgment,,11/01/2019,keyword: 'compensation',Staffing,DocumentList?docketId=h5CEsC4OBtJOKhWuu8Vo3g==&display=all&courtType=New York County Supreme Court&resultsPageNum=22
350,452260/2019,Partial Participation Recorded Pre-RJI,Workers' Compensation Board of the State of New York vs CONSISTENT STAFFING INC,Workers' Compensation Board of the State of New York vs CONSISTENT STAFFING INC,,New York County Supreme Court Other Matters - Workers Comp App for Judgment,,11/14/2019,keyword: 'compensation',Staffing,DocumentList?docketId=M9TrUlnQ6Nb2ONpXwmxVHA==&display=all&courtType=New York County Supreme Court&resultsPageNum=22
351,452271/2008,Waiting for Consent Pre-RJI,Workers' Compensation Board of the State of New York vs D & D STAFFING CORP DBA TRI-STATE EMPLOYMENT SERVICES,Workers' Compensation Board of the State of New York vs D & D STAFFING CORP DBA TRI-STATE EMPLOYMENT SERVICES,,New York County Supreme Court Workers Comp App for Judgement,,06/05/2008,keyword: 'compensation',Staffing,DocumentList?docketId=G1jYmzjyp_PLUS_CD/BJMhFtWCg==&display=all&courtType=New York County Supreme Court&resultsPageNum=22
352,452316/2016,Partial Participation Recorded Pre-RJI,Workers' Compensation Board of the State of New York - v. - HURWITZ STRATEGIC STAFFING LTD,Workers' Compensation Board of the State of New York,HURWITZ STRATEGIC STAFFING LTD,New York County Supreme Court Workers Comp App for Judgement,,11/17/2016,keyword: 'compensation',Staffing,DocumentList?docketId=oXUV0nnnrEpF/fkdjw8qgw==&display=all&courtType=New York County Supreme Court&resultsPageNum=22
353,452398/2023,Partial Participation Recorded Pre-RJI,Workers' Compensation Board of the State of New York vs WILLIAM W PROFESSIONAL STAFFING LLC,Workers' Compensation Board of the State of New York vs WILLIAM W PROFESSIONAL STAFFING LLC,,New York County Supreme Court Other Matters - Workers Comp App for Judgment,,09/14/2023,keyword: 'compensation',Staffing,DocumentList?docketId=SX7g8jfvRrHngeZcvFgzIA==&display=all&courtType=New York County Supreme Court&resultsPageNum=22
354,452399/2014,Partial Participation Recorded Pre-RJI,Workers' Compensation Board of the State of New York - v. - TROPHY STAFFING LLC,Workers' Compensation Board of the State of New York,TROPHY STAFFING LLC,New York County Supreme Court Workers Comp App for Judgement,,10/03/2014,keyword: 'compensation',Staffing,DocumentList?docketId=n7biEUtgR4FnBPMK1dcaPA==&display=all&courtType=New York County Supreme Court&resultsPageNum=22
355,452509/2009,Waiting for Consent Pre-RJI,Workers' Compensation Board of the State of New York vs ALLIANCE STAFFING INC,Workers' Compensation Board of the State of New York vs ALLIANCE STAFFING INC,,New York County Supreme Court Workers Comp App for Judgement,,06/04/2009,keyword: 'compensation',Staffing,DocumentList?docketId=p3bWoUtpGBGO_PLUS_NdvDt0gCA==&display=all&courtType=New York County Supreme Court&resultsPageNum=22
356,452514/2025,Partial Participation Recorded Pre-RJI,Workers' Compensation Board of the State of New York vs JS HEALTH STAFFING AND CONSULTATION SERVICES INC,Workers' Compensation Board of the State of New York vs JS HEALTH STAFFING AND CONSULTATION SERVICES INC,,New York County Supreme Court Other Matters - Workers Comp App for Judgment,,06/26/2025,keyword: 'compensation',Staffing,DocumentList?docketId=up4tAOnZI_PLUS_Z6LsniP/1SnA==&display=all&courtType=New York County Supreme Court&resultsPageNum=22
357,452552/2025,Partial Participation Recorded Pre-RJI,Workers' Compensation Board of the State of New York vs ALL4U STAFFING INC,Workers' Compensation Board of the State of New York vs ALL4U STAFFING INC,,New York County Supreme Court Other Matters - Workers Comp App for Judgment,,07/03/2025,keyword: 'compensation',Staffing,DocumentList?docketId=4aZTkgiF8U2tuOWZrD316g==&display=all&courtType=New York County Supreme Court&resultsPageNum=22
358,452560/2019,Partial Participation Recorded Pre-RJI,Workers' Compensation Board of the State of New York vs METROPRIME STAFFING INC,Workers' Compensation Board of the State of New York vs METROPRIME STAFFING INC,,New York County Supreme Court Other Matters - Workers Comp App for Judgment,,12/19/2019,keyword: 'compensation',Staffing,DocumentList?docketId=GSPSHONt6O09OJN9rAGZvA==&display=all&courtType=New York County Supreme Court&resultsPageNum=22
359,452567/2021,Partial Participation Recorded Pre-RJI,Workers' Compensation Board of the State of New York vs NORTHBRIDGE STAFFING GROUP INC DBA NORTH BRIDGE STAFFING,Workers' Compensation Board of the State of New York vs NORTHBRIDGE STAFFING GROUP INC DBA NORTH BRIDGE STAFFING,,New York County Supreme Court Other Matters - Workers Comp App for Judgment,,07/29/2021,keyword: 'compensation',Staffing,DocumentList?docketId=b/8kpCXa42M4u2gCsyhSfg==&display=all&courtType=New York County Supreme Court&resultsPageNum=22
360,452607/2023,Partial Participation Recorded Pre-RJI,Workers' Compensation Board of the State of New York vs LEGACY STAFFING AGENCY LLC,Workers' Compensation Board of the State of New York vs LEGACY STAFFING AGENCY LLC,,New York County Supreme Court Other Matters - Workers Comp App for Judgment,,09/28/2023,keyword: 'compensation',Staffing,DocumentList?docketId=0KjQvttjc/hcq8zOsfd6ng==&display=all&courtType=New York County Supreme Court&resultsPageNum=23
361,452657/2020,Partial Participation Recorded Pre-RJI,Workers' Compensation Board of the State of New York vs MAP STAFFING & SOLUTION GROUP INC,Workers' Compensation Board of the State of New York vs MAP STAFFING & SOLUTION GROUP INC,,New York County Supreme Court Other Matters - Workers Comp App for Judgment,,12/24/2020,keyword: 'compensation',Staffing,DocumentList?docketId=4dVWGTHIWjSHRs8ICIOpfw==&display=all&courtType=New York County Supreme Court&resultsPageNum=23
362,452685/2008,Waiting for Consent Pre-RJI,Workers' Compensation Board of the State of New York vs THE MURRAY HILL STAFFING GROUP INC,Workers' Compensation Board of the State of New York vs THE MURRAY HILL STAFFING GROUP INC,,New York County Supreme Court Workers Comp App for Judgement,,07/30/2008,keyword: 'compensation',Staffing,DocumentList?docketId=zviw6XqpFdaI0hB2oURc3A==&display=all&courtType=New York County Supreme Court&resultsPageNum=23
363,452837/2008,Waiting for Consent Pre-RJI,Workers' Compensation Board of the State of New York vs AEQUOR HEALTHCARE STAFFING SERVICES NY LLC,Workers' Compensation Board of the State of New York vs AEQUOR HEALTHCARE STAFFING SERVICES NY LLC,,New York County Supreme Court Workers Comp App for Judgement,,09/05/2008,keyword: 'compensation',Staffing,DocumentList?docketId=LVDRan/Kv5mpFDYwRkSJzQ==&display=all&courtType=New York County Supreme Court&resultsPageNum=23
364,453081/2017,Partial Participation Recorded Pre-RJI,Workers' Compensation Board of the State of New York vs ALS STAFFING INC,Workers' Compensation Board of the State of New York vs ALS STAFFING INC,,New York County Supreme Court Other Matters - Workers Comp App for Judgment,,11/16/2017,keyword: 'compensation',Staffing,DocumentList?docketId=UA74JpU5u7OIT919xSkzLw==&display=all&courtType=New York County Supreme Court&resultsPageNum=23
365,453493/2024,Partial Participation Recorded Pre-RJI,Workers' Compensation Board of the State of New York vs ROCK DIAMOND DYNASTY LLC DBA STELLAR CARE STAFFING,Workers' Compensation Board of the State of New York vs ROCK DIAMOND DYNASTY LLC DBA STELLAR CARE STAFFING,,New York County Supreme Court Other Matters - Workers Comp App for Judgment,,10/17/2024,keyword: 'compensation',Staffing,DocumentList?docketId=OkUAz_PLUS_tCMeaW1U47FpC5QQ==&display=all&courtType=New York County Supreme Court&resultsPageNum=23
366,453557/2025,Partial Participation Recorded Pre-RJI,Workers' Compensation Board of the State of New York vs JC & J STAFFING RESOURCES INC,Workers' Compensation Board of the State of New York vs JC & J STAFFING RESOURCES INC,,New York County Supreme Court Other Matters - Workers Comp App for Judgment,,10/02/2025,keyword: 'compensation',Staffing,DocumentList?docketId=KZGxfi1uW2Sx_PLUS_gQB5H/Z0g==&display=all&courtType=New York County Supreme Court&resultsPageNum=23
367,453587/2008,Waiting for Consent Pre-RJI,Workers' Compensation Board of the State of New York vs STAT STAFFING INC,Workers' Compensation Board of the State of New York vs STAT STAFFING INC,,New York County Supreme Court Workers Comp App for Judgement,,12/03/2008,keyword: 'compensation',Staffing,DocumentList?docketId=phAIkI/Cy2kg5SUYvnnjLw==&display=all&courtType=New York County Supreme Court&resultsPageNum=23
368,453759/2009,Waiting for Consent Pre-RJI,Workers' Compensation Board of the State of New York vs ALL METRO STAFFING INC,Workers' Compensation Board of the State of New York vs ALL METRO STAFFING INC,,New York County Supreme Court Workers Comp App for Judgement,,09/10/2009,keyword: 'compensation',Staffing,DocumentList?docketId=IGJqmvUS_PLUS_1R8tUlwmHCwHg==&display=all&courtType=New York County Supreme Court&resultsPageNum=23
369,453841/2009,Waiting for Consent Pre-RJI,Workers' Compensation Board of the State of New York vs ATCON STAFFING INC,Workers' Compensation Board of the State of New York vs ATCON STAFFING INC,,New York County Supreme Court Workers Comp App for Judgement,,09/21/2009,keyword: 'compensation',Staffing,DocumentList?docketId=bXlG4hZ_PLUS_x297CXxqDtOgOQ==&display=all&courtType=New York County Supreme Court&resultsPageNum=23
370,454041/2009,Waiting for Consent Pre-RJI,Workers' Compensation Board of the State of New York vs PRESTIGE NURSE STAFFING INC,Workers' Compensation Board of the State of New York vs PRESTIGE NURSE STAFFING INC,,New York County Supreme Court Workers Comp App for Judgement,,10/22/2009,keyword: 'compensation',Staffing,DocumentList?docketId=/gynbz5H_PLUS_kBb/tLMdnCBXw==&display=all&courtType=New York County Supreme Court&resultsPageNum=23
371,454337/2009,Waiting for Consent Pre-RJI,Workers' Compensation Board of the State of New York - v. - DYNAMIC STAFFING INC,Workers' Compensation Board of the State of New York,DYNAMIC STAFFING INC,New York County Supreme Court Workers Comp App for Judgement,,12/17/2009,keyword: 'compensation',Staffing,DocumentList?docketId=bGIVZpT8Xd7NRiqWY3SEOA==&display=all&courtType=New York County Supreme Court&resultsPageNum=23
372,500007/2021E,Partial Participation Recorded Pre-RJI,Workers' Compensation Board of the State of New York vs SHERMAN STAFFING CORP,Workers' Compensation Board of the State of New York vs SHERMAN STAFFING CORP,,Bronx County Supreme Court Other Matters - Workers Comp App for Judgment,,12/31/2020,keyword: 'compensation',Staffing,DocumentList?docketId=JQWQwHQUenNtcQ0P7PYNiQ==&display=all&courtType=Bronx County Supreme Court&resultsPageNum=23
373,500051/2025E,Partial Participation Recorded Pre-RJI,Workers' Compensation Board of the State of New York v. JJ STAFFING SERVICES CORP et al,Workers' Compensation Board of the State of New York,JJ STAFFING SERVICES CORP et al,Bronx County Supreme Court Other Matters - Workers Comp App for Judgment,,01/15/2025,keyword: 'compensation',Staffing,DocumentList?docketId=G_PLUS_pq8It7deS7LCSdpON47Q==&display=all&courtType=Bronx County Supreme Court&resultsPageNum=23
374,500202/2024E,Partial Participation Recorded Pre-RJI,Workers' Compensation Board of the State of New York vs LOGAN STAFFING INC,Workers' Compensation Board of the State of New York vs LOGAN STAFFING INC,,Bronx County Supreme Court Other Matters - Workers Comp App for Judgment,,04/25/2024,keyword: 'compensation',Staffing,DocumentList?docketId=hdsVrghUc2SJa6UTilwTFA==&display=all&courtType=Bronx County Supreme Court&resultsPageNum=23
375,500377/2024E,Partial Participation Recorded Pre-RJI,Workers' Compensation Board of the State of New York vs THE LOGAN STAFFING SOLUTIONS INC,Workers' Compensation Board of the State of New York vs THE LOGAN STAFFING SOLUTIONS INC,,Bronx County Supreme Court Other Matters - Workers Comp App for Judgment,,06/27/2024,keyword: 'compensation',Staffing,DocumentList?docketId=IN5Iv0FwqL3PwRHtS/25JQ==&display=all&courtType=Bronx County Supreme Court&resultsPageNum=23
376,500554/2025E,Partial Participation Recorded Pre-RJI,Workers' Compensation Board of the State of New York vs HIGH END STAFFING LLC,Workers' Compensation Board of the State of New York vs HIGH END STAFFING LLC,,Bronx County Supreme Court Other Matters - Workers Comp App for Judgment,,06/26/2025,keyword: 'compensation',Staffing,DocumentList?docketId=gyi9KVuFwDc/cBttsr09wg==&display=all&courtType=Bronx County Supreme Court&resultsPageNum=23
377,500663/2025E,Partial Participation Recorded Pre-RJI,Workers' Compensation Board of the State of New York vs LOGAN STAFFING INC,Workers' Compensation Board of the State of New York vs LOGAN STAFFING INC,,Bronx County Supreme Court Other Matters - Workers Comp App for Judgment,,08/07/2025,keyword: 'compensation',Staffing,DocumentList?docketId=0HBFO2gkoPsu_PLUS_6NMtOX4Lg==&display=all&courtType=Bronx County Supreme Court&resultsPageNum=23
378,500714/2022E,Partial Participation Recorded Pre-RJI,Workers' Compensation Board of the State of New York vs HAVEN STAFFING SOLUTIONS CORP,Workers' Compensation Board of the State of New York vs HAVEN STAFFING SOLUTIONS CORP,,Bronx County Supreme Court Other Matters - Workers Comp App for Judgment,,12/22/2022,keyword: 'compensation',Staffing,DocumentList?docketId=pQ2A4AchnzpDUzG0s4eHGA==&display=all&courtType=Bronx County Supreme Court&resultsPageNum=24
379,501210/2020,Partial Participation Recorded Pre-RJI,Workers' Compensation Board of the State of New York v. SERENDIPITY RESOURCES PLLC DBA SERENDIPITY NURSE STAFFING,Workers' Compensation Board of the State of New York,SERENDIPITY RESOURCES PLLC DBA SERENDIPITY NURSE STAFFING,Putnam County Supreme Court Other Matters - Workers Comp App for Judgment,,09/09/2020,keyword: 'compensation',Staffing,DocumentList?docketId=FgJvwNtV6/RLB91Sm/tuYA==&display=all&courtType=Putnam County Supreme Court&resultsPageNum=24
